exog_variables,model_order,arima_p,arima_d,arima_q,aic,bic,rmse,mae
"tmean_lag165, tmean_lag90, tmean_lag0, tmean_lag180","ARIMAX(2,1,3)",2,1,3,-7751.992101221979,-7709.358118596063,1.3419548027006698,1.1853040856483692
"tmean_lag120, tmean_lag135, tmean_lag105, tmean_lag150, tmean_lag90, tmean_lag0, tmean_lag180","ARIMAX(2,1,3)",2,1,3,-7575.839671701793,-7520.415494288102,1.3433144797079621,1.190659855100429
"tmean_lag135, tmean_lag105, tmean_lag150, tmean_lag90, tmean_lag0, tmean_lag180","ARIMAX(2,1,3)",2,1,3,-7585.797988786954,-7534.637209635855,1.3454452426509111,1.1924372917128216
"tmean_lag135, tmean_lag105, tmean_lag150, tmean_lag165","ARIMAX(2,1,3)",2,1,3,-7670.069893572708,-7627.435910946791,1.3495207392497817,1.195473359844685
"tmean_lag135, tmean_lag0","ARIMAX(2,1,0)",2,1,0,-8555.70199096834,-8530.121601392791,1.3533909085636329,1.1910128737622245
"tmean_lag120, tmean_lag150, tmean_lag165, tmean_lag90, tmean_lag0, tmean_lag180","ARIMAX(2,1,3)",2,1,3,-7686.618562638295,-7635.457783487195,1.3542599938357682,1.198390110438611
"tmean_lag120, tmean_lag105, tmean_lag165","ARIMAX(2,1,3)",2,1,3,-7650.049489694433,-7611.678905331109,1.3769875568960677,1.2186640627913063
"tmean_lag120, tmean_lag135, tmean_lag165, tmean_lag90, tmean_lag0, tmean_lag180","ARIMAX(2,1,3)",2,1,3,-7675.24027039139,-7624.079491240291,1.3795528345785495,1.2203344391132198
"tmean_lag120, tmean_lag165, tmean_lag90, tmean_lag0, tmean_lag180","ARIMAX(2,1,3)",2,1,3,-7678.421454412378,-7631.52407352387,1.3800734536418402,1.2207581981510296
"tmean_lag120, tmean_lag105, tmean_lag150, tmean_lag165","ARIMAX(2,1,3)",2,1,3,-7621.488769582433,-7574.591388693925,1.387951438958576,1.2265794453601944
"tmean_lag120, tmean_lag150, tmean_lag90, tmean_lag0","ARIMAX(3,1,0)",3,1,0,-8155.223216911135,-8121.116030810402,1.3935685007365035,1.2331782381939524
"tmean_lag120, tmean_lag135, tmean_lag90, tmean_lag0","ARIMAX(3,1,0)",3,1,0,-8177.025533987537,-8142.9183478868035,1.3997580567924497,1.2385202874808114
"tmean_lag105, tmean_lag150, tmean_lag165, tmean_lag0","ARIMAX(2,1,3)",2,1,3,-7576.69851974401,-7534.0645371180935,1.414698779928666,1.2515937348554753
"tmean_lag105, tmean_lag165, tmean_lag0","ARIMAX(2,1,3)",2,1,3,-7570.307361808064,-7531.93677744474,1.4177200424665182,1.2543850363408673
"tmean_lag150, tmean_lag165, tmean_lag180","ARIMAX(3,1,3)",3,1,3,-8082.88274724771,-8040.248764621793,1.432285550416039,1.267357561122477
tmean_lag0,"ARIMAX(2,1,0)",2,1,0,-8725.381980088998,-8708.328387038631,1.4379803660270254,1.2704785707796373
"tmean_lag120, tmean_lag105, tmean_lag150, tmean_lag165, tmean_lag0","ARIMAX(2,1,3)",2,1,3,-7545.412959671046,-7498.515578782539,1.4460930132468985,1.278308641908888
"tmean_lag135, tmean_lag150, tmean_lag0","ARIMAX(2,1,0)",2,1,0,-8484.854513616105,-8455.010725777964,1.446490818039085,1.2754827857588917
"tmean_lag120, tmean_lag105, tmean_lag165, tmean_lag0","ARIMAX(2,1,3)",2,1,3,-7552.994073536935,-7510.360090911018,1.448179147644341,1.2800976686301329
"tmean_lag120, tmean_lag135, tmean_lag105, tmean_lag150, tmean_lag165, tmean_lag0","ARIMAX(2,1,3)",2,1,3,-7549.8028229574875,-7498.642043806388,1.4499384092846164,1.281466528062218
"tmean_lag120, tmean_lag135, tmean_lag105, tmean_lag165, tmean_lag0","ARIMAX(2,1,3)",2,1,3,-7541.031456813977,-7494.134075925469,1.4531021972320262,1.2843810640560773
tmean_lag180,"ARIMAX(2,1,0)",2,1,0,-8767.542897582542,-8750.489304532175,1.4697946228950638,1.2980295284345098
"tmean_lag120, tmean_lag135, tmean_lag150, tmean_lag90, tmean_lag180","ARIMAX(3,1,1)",3,1,1,-8162.751209959917,-8120.117227334001,1.4717286152701328,1.300723058457213
"tmean_lag105, tmean_lag165, tmean_lag90","ARIMAX(2,1,3)",2,1,3,-7534.547446265858,-7496.176861902533,1.4729233837321458,1.3023083348781423
